Produktnummer;Lieferantenproduktnummer;Produktname;Lieferantennummer;Standardlieferant;EK (netto);Mindestabnahme;Abnahmeintervall
100139;010.155.024 P;Kennschild für Tankeinfüllstutzen Golf 1 Cabrio, Scirocco 53B OE Ref. 155010024P;70018;no;4.70;25;1
103802;9521542;Innenradlaufblech hinten rechts, kleine Version, Golf 2 & Co, OE Ref. 191803424;70018;no;22.00;;1
103725;853.191.615A;Tülle für Schriftzug, Golf & Co, T3, Passat,  OE Ref. 191853615A;70018;no;0.20;1;1
101816;501 251 401 R;Querlenker Links, Hinterachse, T3 Bus, OE Ref. 251501401E;70018;no;240.98;;1
100337;845.171.521-wechsel vewib wenn lieferbar;Heckscheibendichtung Golf 1 ohne Nut für Keder OE Ref. 171845521;70018;no;16.83;1;1
102283;881.171.299 C;Lager für Sitzverriegelung Golf 1 &Co, OE Ref.171881299C;70018;no;1.40;;1
101718;867.191.365C;Türdichtung, Golf 2 &Co, OE Ref. 191867365C;70018;yes;21.94;50;1
SW12466;CK5522;Satz Dämmung unter Innenraum-Teppich für Golf 1 &Co, OE Ref. 171863919;70018;yes;47.00;2;1
SW10202;880.171.747;Stopfen für B-Säule in schwarz Golf &Co OE Ref. 171880747 01C;70018;yes;1.25;100;1
101671;121171267;Halteblech für Wasserkühler Golf 1 &Co OE Ref. 171121267;70018;no;4.00;;1
102918;837 321 581 A;Fensterkurbel, Dunkelbraun mit Chromring, Golf 1 &Co, T3 Bus, OE Ref. 321837581A 90V;70018;yes;7.70;;1
102899;809.251.244.BR;Reparaturblech Radlauf, Kniestück, Einstieg vorne Rechts T3 Top Qualität OE Ref. 251809244B;70018;no;78.95;5;1
102907;000 251 044 R;Reparaturblech, Motorraum hinten rechts, T3, OE Ref. 251801560;70018;no;32.74;;1
SW10580;611.867.301 B;Vorratsbehälter Bremsflüssigkeit, Golf 1 & Co.171611301;70018;yes;24.00;;1
SW10418;070 255 732 S;Westfalia Aufkleber, schwarz, für Hoch- und Aufstelldach T3 OE Ref. 255070732;70018;no;5.61;;1
SW10793;070 255 915 B;Möbelgriff, Westfalia Camping-Ausbau, grau, T3, T4 Bus, OE Ref. 255070915;70018;no;6.67;;1
103089;9521220A1;Frontblech Unterteil,  Anschlussblech Golf 2 & Co Bj. 84-92, OE Ref. 191805595B;70018;no;18.00;;1
101314;201.171.245;Gummi Halter für Benzinleitung Golf 1 & Co  OE Ref. 171201245;70018;no;2.04;;1
SW11238;919 6N0 133;Dichtung für Tankgeber, Golf 2 &Co, OE Ref. 6N0919133;70018;yes;10.45;20;1
102280;881 171 375 C;Sitzpolster Golf 1 &Co bis 07/1984 OE Ref. 171881375C;70018;yes;40.00;1;1
SW10679;881 221 477;Blende für Fahrersitz, links, schwarz, T3, OE Ref. 221881477 01C;70018;yes;13.24;2;1
SW10476;501.171.537 B;Gehäuse für Hinterachslager Golf 1 &Co, OE. Ref. 171501537B;70018;yes;22.97;150;1
SW11895;256 070 099;Faltenbalg, Saugkrümmer am Heizgebläse, T3 LBX, OE Ref. 070256099;70018;no;35.00;;1
102273;170.TOP.11;Sitzpolster Mitte für Sportsitz Golf 1 und Cabrio GTI bis 07/1984 OE Ref. 841881375C;70018;yes;41.00;1;1
103079;620.272;Reparaturblech, Tür Unterkante rechts, 2-Türer, Golf 1 & Cabrio;70018;no;21.32;;1
102999;806191108;Dekorfolie für Heckklappe, Golf 2, OE Ref. 191853042 6BX;70018;no;20.40;;1
101883;95 20 01 9;Kraftstofftank 40 Liter, Golf 1 &Co bis Bj. 07/1983, GTI und Diesel, OE Ref. 171201075Q;70018;no;105.00;;1
SW10806;867 281 133;Ablage, Fach, Tür vorne, schwarz, T3, OE Ref. 281867133;70018;no;15.00;;1
SW10627;000 SK WOB;Schaltknauf mit Wolfsburg-Logo Golf &Co und Polo OE Ref. 191711141;70018;no;8.98;;1
103509;807.252.113.W;Frontspoiler, 3-teilig T3 mit Beplankung, OE Ref. 255805904A,255805903A,255805905;70018;no;115.36;1;1
101054;201.171.218D;Kraftstoffschlauch, zwischen Vorlaufrohr und Kraftstofffilter, Golf 1 &Co GTI, OE Ref. 171201218D;70018;no;18.87;;1
100845;843 251 704 E;Griff für Schiebetür Rechts ab Baujahr 08/1984 T3 OE Ref. 251843704E;70018;no;12.90;;1
100214;711.171.163 D;Schaltfinger für Umlenkhebel, Golf 1 &Co 4-Gang, Golf 1 Cabrio mit Servo, OE Ref. 171711163D;70018;yes;5.00;;1
103395;806.171.021 R;Stoßstange vorne, Metall, Schwarz, Golf 1, OE Ref. 171807111G;70018;no;75.00;;1
101745;881.171.500;Klemmstift für Sitzblende Golf & Co OE Ref. 171881500 C81;70018;yes;0.66;;1
103177;9521841;Längsträger, Achsaufnahme, hinten links, Golf 2 &Co;70018;no;18.00;;1
SW10255;809.171.427DX;Abschnitt A-Säule, links, ca.250mm hoch, Golf 1 &Co OE Ref. 171809427;70018;yes;45.17;5;1
101393;827.327.539;Schloß Heckklappe Golf 1 Cabrio & Co OE Ref. 327827539;70018;yes;14.50;10;1
102846;611 357 243;Dichtung zwischen Hauptbremszylinder und Bremskraftverstärker Golf &Co, T4, OE Ref. 357611243;70018;no;4.28;;1
SW11656;070 255 733 G;"Aufkleber Set Türen ""Joker"" in gold T3 Westfalia OE Ref. 255070733";70018;yes;7.85;;1
102188;620.552;Innenradlaufblech hinten rechts, kleine Version, Golf 1 & Co, OE Ref. 155803436E;70018;no;15.00;;1
100832;501.171.541A;Lager Gummilager für Aufhängung der Hinterachse Golf 1 &Co  OE. Ref. 171501541A;70018;no;4.03;50;1
101025;000 251 001;Reparaturblech für Einstieg bzw. Trittstufe, vorn links, T3 OE Ref. 251809511;70018;no;25.00;;1
SW12396;806.171.377;"Emblem ""Rabbit""  US-Schriftzug für Heckklappe, Golf 1, OE Ref. 171806377";70018;yes;7.50;;1
101261;259 255 637;Abdeckung für Luftkanal an B-Säule, beidseitig, T3, OE Ref. 255259637;70018;no;12.64;;1
100717;845.171.322;Dichtung Seitenscheibe, rechts, ohne Nut für Keder, 2-Türer, Golf 1 und Jetta 1, OE Ref. 171845322;70018;no;13.05;;1
103572;419.171.669F;"Hupenknopf komplett, schwarz,vom ""Spucknapf"" Lenkrad Golf 1 &Co OE Ref. 171419669F 01C";70018;yes;104.00;1;1
SW11323;877.175.243;Wasserablaufventil für Schiebedach, Golf 1 &Co OE Ref. 175877243;70018;yes;2.24;2;1
SW12474;26072;Distanzstück, in Braun,15mm für Fensterkurbel inkl. Schraube Golf & Co und T3;70018;yes;4.20;2;1
103798;9521001;Reparaturblech für Unterholm bzw. Seitenschweller, links, 2-Türer, Golf 2, OE Ref. 191809847;70018;no;22.00;;1
102920;837.311.247.BR;Griffschale innen, in Sattelbraun, Golf 1 &Co, T3 Bus, OE Ref. 311837247 6EB;70018;yes;2.60;;1
102714;N0164091;Klemmschelle, für Schläuche mit Durchmesser ca. 47 mm, Golf & Co und T3, OE Ref. N 01640;70018;no;2.69;;1
102519;201.191.373;Benzinleitung Vorlauf von Benzinpumpe zu Druckspeicher Golf 2 GTI + 16V OE Ref. 191201373;70018;no;47.50;;1
103359;Menge jeweils, 853.191.851 und 853.191.852 wechsel VH;Schwellerverbreiterung, Schwellerblenden-Satz Golf 2 GTI ab Bj.08/89 OE Ref. 191853851 & 191853852;70018;no;40.00;;1
101315;867.155.219;Abdeckung für Türbrüstung, oben links und rechts, in schwarz, OE Ref. 155867219 BM und 155867220 BM;70018;no;74.50;;1
SW12457;905.155.002;Streuscheiben für Blinker, Schwarz, Golf 1 Cabrio ab Bj. 08/87 mit breiter Stoßstange;70018;yes;27.29;2;1
SW10243;419.171.523;Manschette für Kreuzgelenk, Golf 1 &Co ohne Servolenkung, OE Ref. 171419523;70018;yes;13.75;25;1
102006;845 4A0 543;Halteplatte für Rückspiegel Golf 1 Cabrio OE Ref. 4A0845543;70018;yes;26.66;2;1
102807;265 251 057 D;Kühlwasserschlauch, Wärmetauscher, Heizung Rücklauf, T3, OE Ref. 251265057D;70018;no;20.40;;1
SW11632;805.171.291;Radhaus komplett hinten links Golf 1 &Co OE Ref. 171803421L;70018;yes;160.65;;1
SW11301;837.171.455;Drehlager für Ausstellfenster, Golf 1 &Co,  OE Ref. 171837455;70018;no;11.28;;1
100465;798.171.200;Reparatursatz für Schaltgetriebe Golf 1 &Co OE Ref. 171798200;70018;no;12.00;;1
102446;201 251 075 A;Tank für T3 mit 2,1L Hubraum Einspritzer Tankinhalt 60L  OE Ref. 251201075AH;70018;no;85.00;;1
SW11235;25082;Bremskraftverstärker, justierbar, 9 Zoll, Golf 1 &Co, Scirocco, OE Ref. 171612107G;70018;yes;120.00;10;1
101860;201.171.311 D;Kraftstoff-Formschlauch, GTI,  zw. Tank Vorlauf und Pumpe, OE Ref. 171201311D;70018;no;5.00;10;1
102277;170.TOP.20;Mittelstück Rückenlehne für Sportsitz Golf 1 und Cabrio GTI bis 07/1984 OE Ref. 811881777A;70018;yes;26.19;1;1
SW10525;881 191 375 RE;Sitzpolster, Mittelstück für Recarositz, Golf 1 Cabrio, Golf 2, OE Ref. 191881375;70018;yes;39.59;;1
102847;803.321.615-wechsel VH oktober;Wagenheberaufnahme vorne, Golf 2 &Co, OE Ref. 321803615;70018;no;4.25;10;1
SW12228;853 191 717/718;G60 Verbreiterungen vorne für Radlauf, Golf 2 GTI G60 & Country, OE Ref. 191853717D / 1918532718D;70018;no;349.44;;1
103277;952100A1;Schlossträger, Frontblech, Golf 2 OE Ref. 191805591;70018;no;55.00;;1
102568;845.191.322 A;Dichtung für Seitenscheibe rechts hinten mit Nut für Keder, Golf 2 OE Ref. 191845322A;70018;no;26.19;;1
101398;853 251 709;Endstück, Abdeckung Regenrinne, vorne links bzw. hinten rechts, T3, OE Ref. 251853709 1BG;70018;no;4.43;;1
100722;845 255 321;Dichtung Seitenscheiben Mitte Links alle Baujahre Rechts bis Bj. 12/85 T3 mit Nut OE Ref. 255845321;70018;no;16.83;;1
101063;945.171.191;Dichtung für Rücklicht Golf 1 & Cabrio OE Ref. 171945191;70018;yes;3.55;20;1
SW11675;806.191.087;Aufkleber, Zierstreifen B-Säule, Golf 2 & Jetta 2, OE Ref. 167898300;70018;yes;11.22;2;1
103097;129.055.669;Gummilager, Befestigung Luftmassenmesser bzw. Luftfilterkasten, Golf & Co, OE. Ref. 055129669;70018;yes;1.10;50;1
101297;837.171.530 A;Dichtung für Ausstellfenster der Beifahrertür, Golf 1 &Co, OE Ref. 171837530B;70018;no;72.44;2;1
SW12588;819.161.705;Verkleidung,Blende, Lüftung Armaturenbrett Links Golf 1 &Co, OE Ref. 161819705;70018;no;1.70;;1
101073;847.155.330C;Dichtung B-Säule, rechts, Golf 1 Cabrio, OE Ref. 155847330C;70018;yes;105.00;;1
100739;837281709;Fensterführung, Kurbelscheibe Oben, ohne Nut für Zierleiste, T3, OE Ref. 281837709;70018;no;25.23;;1
SW12362;823.191.363;Haubenstange, schwarz, Aufsteller für Motorhaube, Golf 2 &Co, OE Ref. 191823363;70018;yes;34.30;;1
101549;419.191.875;Befestigungsschelle für das mech. & TRW Lenkgetriebe, Golf 2 &Co, OE Ref. 191419875;70018;yes;4.50;100;1
101108;881 171 671;Verstellrad Sitzlehne, Golf 1 &Co bis Bj. 07/1983, OE Ref. 171881671;70018;no;3.60;10;1
SW12245;853.191.718;Verbreiterung für Radlauf, vorne rechts, Golf 2 GTI, schmale Stoßstange, bis BJ87, OE Ref. 191853718;70018;no;10.00;;1
SW11662;070 255 737 W;"Aufkleber Set Türen ""Club Joker"" in weiß T3 Westfalia OE Ref. 255070737";70018;yes;10.10;;1
SW10662;070 255 734 A-schwarz;"Aufkleber Schriftzug ""Syncro"" in schwarz, Frontblech, T3 OE Ref. 255070734A";70018;yes;5.61;2;1
103091;9521601;Reparaturblech Endspitze, Anschlussblech, unten links Golf 2, OE Ref. 191809615;70018;no;20.00;;1
SW12400;835.191.601 A;"Schriftzug, Emblem ""G60"" anstatt Seitenblinker in Rot , Golf 2 &Co, OE Ref. 191853688A";70018;yes;6.00;;1
SW11065;000 251 284;Reparaturblech, B-Säule, unten rechts, Top Qualität T3, OE Ref. 251809254;70018;yes;17.95;;1
102386;611171819;Tülle, Gummi zur Führung vom Bremsschlauch am Federbein, Golf 1 &Co  OE Ref. 171611819;70018;no;2.63;;1
102783;611.171.751;Tülle, Dichtung für Kabelbaum Blinker bzw. Chokezug, Golf 1 & Co, OE Ref. 171611751;70018;yes;1.20;;1
SW11653;070 255 733 S;"Aufkleber Set Türen ""Joker"" in schwarz T3 Westfalia OE Ref. 255070733";70018;yes;7.85;;1
102187;620.551;Innenradlaufblech hinten klein links Golf 1 &Co OE Ref. 155803435A;70018;no;15.00;;1
103728;827.161.527;Dichtung Heckklappenschloß Golf 1 Cabrio, Jetta, Scirocco 53B, Polo, Santana OE Ref. 161827527;70018;yes;1.12;1;1
100236;853.171.339 A;Muffe für Chromkeder, Golf 1 &Co und T3, OE Ref. 171853339A;70018;no;3.30;;1
100805;867.155.199;Spreizmutter für Armlehne, Golf 1 &Co OE Ref. 155867199;70018;no;0.32;;1
102514;955.171.409 wechsel JP;Wischerarm, vorne, Golf 1 &Co, OE Ref. 171955409;70018;yes;9.90;30;1
SW12467;CK5506;Teppich, Bodenbelag, komplett, schwarz, vierteilig, Golf 1,  2 Türer OE Ref. 171863101;70018;yes;192.78;;1
100728;845.191.521;Dichtung für Heckscheibe, ohne Nut für Keder, Golf 2,  OE Ref. 191845521;70018;no;24.00;;1
101302;51133;"Leerlaufregelventil, ""Zigarre"" Golf 2 und T3, MKB KR und GW, OE Ref. 035133455F";70038;yes;54.53;1;1
102513;51458;"Leerlaufregelventil, ""Zigarre"", Golf &Co, OE Ref. 037906457D";70038;yes;66.38;8;1
SW12850;E8510-140;Golf 1 Cabrio Federnsatz, Golf 1&Co, Tieferlegung 35mm, Eibach Pro Kit;71;no;;;1
SW12771;29541-1;GTI Federnsatz, Golf 2&Co, Tieferlegung 35mm, H&R;71;yes;132.11;2;1
SW12762;E8501-140;GTI Federnsatz, Golf 1&Co, Tieferlegung 35mm, Eibach Pro Kit;71;no;88.40;;1
102317;2718-543;Sechskantschrauben M14 x110x1,5 mm, Stossdämpfer vorne unten, T3, OE Ref. N0401611;72;yes;1.20;25;1
101775;1550-152;U-Scheibe M10x30 mm OE Ref. 211415939;72;yes;0.10;;500
SW11000;3540-492;Sechskant-Blechschraube 5,5X16mm für Scheinwerfer Befestigung, Golf 2, OE Ref. N0138873;72;yes;0.03;;500
SW10268;1702-758;Federring M8 OE Ref. N0120387;72;no;0.04;;100
SW12549;2788-436;Sechskantbundschraube, M6X14, mit Sperrverzahnung, Hochfest, Golf &Co, OE Ref. N90008401;72;yes;0.13;;500
101381;3548-742;Linsenblechschraube 4.2x16mm Golf &Co OE Ref. N0139649;72;yes;0.03;;1000
101919;3798-737 nicht mehr bestellen zu groß für den gedachten Zweck;Abdeckkappe für Schraube in Schwarz  Golf 1 &Co und T3, OE Ref. 311867169 01C;72;yes;0.04;;100
103641;2680-161;Sechskantschraube M8X140 10.9 OE Ref. N10011301;72;yes;0.93;;10
103073;1738-302;Federscheibe für Lenkrad M16 Golf &Co Polo Passat und T3 OE Ref. N0122385;72;yes;0.40;;25
SW10266;1576-400;Unterlegscheibe M8, 26,5 mm, u.a. zur Montage der Stoßstange, Golf &Co OE Ref. 361501575;72;yes;0.08;;250
103782;4757-640;Schraube, Rippschraube für Bremssattelhalter, Golf 1 &Co OE Ref. N90068902;72;yes;0.57;;200
102241;2716-364;Sechskantschraube M12x1,5x90 mm, OE Ref. N0101904;72;yes;0.96;;50
101675;1738-294;Federscheibe M8 u.a. für Gaspedal, Golf 1 & Co, OE Ref. N 90002001;72;yes;0.05;;100
SW12760;3098-766;Sechskantmutter M18X1,5 für Hagus Außenspiegel Golf 2&Co;72;yes;2.39;;10
102864;3913-548;Schlauchschelle 20-32 x 9 mm für Kühlwasserschlauch, OE Ref. N10258101;72;yes;0.46;;50
101887;3316-930;Sechskantmuttern M12x1,75 - SW19 - hoch, mit Klemmteil - verzinkt 10.0;72;yes;0.18;;100
SW10896;1956-122;Sicherungsring 9 mm am Rastbolzen, 5 Gang, T3 OE Ref. N0124382;72;yes;0.08;;50
102917;1730-196;Federscheibe M8 OE Ref. N0120387;72;yes;0.05;;100
101711;4956-713;Unterlegscheibe M8, 8,4X16X1,6mm OE Ref. N01152527;72;yes;0.01;;1000
101972;3048-803;Mutter M10x1 Stoßdämpfer hinten oben, Golf &Co, OE Ref. N0110115;72;yes;0.17;;100
101770;2680-189;Sechskantschraube M12 x 150mm;72;yes;1.25;;150
103792;2412-534;Niete, Becherniete, Dichtblindniete 4,8X14 Aluminium OE Ref. N0162011;72;yes;0.14;;50
SW12539;1702-762;Federring M12, OE Ref.:  N0120424;72;yes;0.06;;50
SW12765;3056-152;Mutter flach M10x1,25 BILSTEIN Stoßdämpfer hinten oben;72;yes;0.08;;100
101712;4438-104;U-Scheibe 5,3X15X1,2, Schwarz OE Ref. N01166516;72;yes;0.04;;1000
101703;3344-210;Sechskantmutter M10 Selbstsichernd;72;yes;0.08;;500
102916;2888-018;Sechskantmutter M8 - SW13 OE Ref. N0110088;72;yes;0.05;;100
102252;2888-016;Sechskantmutter M7 SW11 Verzinkt OE Ref. N0110077;72;yes;0.05;;100
SW12478;2798-031;Sechskantbundschraube, M10X40, Motorlager vorne, Golf 2 &Co, OE Ref. N10234204;72;yes;0.40;;100
101774;1490-220;U-Scheibe M12;72;yes;0.05;500;500
100593;4514-501;Sechskantschraube  M6x10 mm DIN 933-8.8;72;yes;0.03;;500
101716;1556-206;U-Scheibe B4,3X12X1 OE Ref. N01166420;72;yes;0.03;;100
101702;3330-066;Sechskantmutter M8 Selbstsichernd;72;yes;0.04;;1000
101512;3913-582;Schlauchschelle 32-50mm 9mm breit Edelstahl OE Ref. N0245077;72;yes;0.49;;50
SW12532;2664-098;Sechkantschraube, M10X85, OE Ref.  N01047211;72;yes;0.32;;100
102596;1656-221;KUPFERRING 12X16X1,5;72;yes;0.08;;100
103613;4572-115;Schelle für Handbremszug 13X15mm OE Ref. N0206201;72;yes;0.72;10;1
101715;2748-095;Sechskantschraube M8X20;72;yes;0.06;;200
102253;1764-674;Tellerfeder, beidseitig gezahnt entspricht OE Ref. 321501119A;72;yes;0.16;;100
102251;1690-544;Federring M7 OE Ref. N0420011;72;yes;0.05;;100
101970;1652-030;Deckscheibe für Wischerwelle Golf &Co und T3 OE Ref. 481955255;72;yes;0.21;;100
102243;1490-222;Unterlegscheibe, 15x28x2,5 mm, OE Ref. N0115343;72;yes;0.05;;200
SW11331;3232-820;Blechmutter 4,8mm OE Ref. N0154841;72;yes;0.25;;25
102889;1550-146;Unterlegscheibe M6 6,4X18X1,6 OE Ref. N01166615;72;yes;0.05;;100
101984;2748-098;Sechskantschraube M8X30;72;yes;0.10;;200
103492;3540-498;Sechskantblechschraube 6,3X13mm für Kühlerzarge bzw. Kühlerring Golf &Co und T3 OE Ref. N0138905;72;yes;0.06;;250
101773;3332-082;Sechskantmutter M12x1,75, selbstsichernd, STAHL 10 - verzinkt;72;yes;0.15;500;100
102591;2888-014;Sechskantmutter M6 - DIN 934 - galvanisch verzinkt - Festigkeitsklasse 8;72;yes;0.03;;100
102326;2718-535;Schraube, Stossdämpfer hinten, M12 x 65 X 1,5 mm , T3, OE Ref. N0101652;72;yes;0.80;;50
102590;1550-146;Unterlegscheibe DIN 9021 - für M6 - Aussen-Ø = 18 mm - galvanisch verzinkt;72;yes;0.06;;100
102245;2680-022;Sechskantschraube M10X70mm OE Ref. N0104707;72;yes;0.47;;100
102244;3324-026;Sechskantmutter, selbstsichernd, M14X1,5 OE Ref. N0221501;72;yes;0.24;;100
SW11342;3548-743;Linsenblechschraube 4.2x19mm Golf &Co, OE Ref. N0139671;72;yes;0.04;;500
SW10891;2788-456;Rippschraube, Bolzen, M10x25, Hinterachse / Motorträger, Golf 2 &Co OE Ref. N10141701;72;yes;0.42;;200
101886;2680-050;Sechskantschraube M12X1,75X110 mm - SW 19 - verzinkt,  10.9 - DIN 931;72;yes;0.68;;50
101861;3913-544;Schlauchschelle 12-22 X 9mm OE Ref. N10258201;72;no;0.34;;1
SW10206;4425-110;Sicherungsscheibe u.a für Schaltgestänge T3 OE Ref. N0124362;72;yes;0.02;;500
101889;3776-662;Schutzkappe für M12 - Kunststoff - schwarz;72;yes;0.15;;100
102592;1730-192;Federscheibe M6 - DIN 137 - Form A - mechanisch verzinkt;72;yes;0.03;;100
SW12766;3042-830;Mutter hoch, M10x1,25 BILSTEIN Stoßdämpfer hinten oben;72;yes;0.08;;100
103273;2542-050;Zylinderschraube mit Innensechskantkopf M8x16 OE Ref. N01473911;72;yes;0.25;;20
101526;3915-522;Schlauchschelle 60-80mm 9mm breit;72;yes;0.48;;25
103261;2680-143;Sechskantschraube, M8x60mm für Lenkgetriebe,T3, OE Ref. N0103609;72;yes;0.45;;20
101896;3915-504;Schlauch-SCHELLE Spannbereich 10-16 mm Bandbreite 9mm;72;yes;0.28;;1
101888;1642-398;Unterlegscheibe M12 6X30mm OE Ref. 481501543;72;yes;0.18;;100
103600;2828-956;Schraube Bremsankerplatte, M10x24.5 mm, SW16, OE Ref. N90369801;72;yes;0.16;;200
102246;4956-715;U-Scheibe M10, Stahl Verzinkt, 200 HV;72;yes;0.05;;500
103072;3054-110;Mutter für Lenkrad M16x1,5 Golf &Co Polo Passat und T3 OE Ref. N01116415;72;yes;0.15;;50
101915;3546-717;Schraube für Armlehne 6,3x25 Golf 1 &Co T3 OE Ref. N0139351;72;yes;0.07;;500
100881;1948-606;Spannstift 6X32 für Führung Schaltfinger Schaltgestänge T3 OE Ref. N 0233311;72;yes;0.08;;100
100758;3544-635;Kotflügelschraube 6,5x21,5mm, Golf & Co, T4, OE Ref. 311821143;72;yes;0.22;;250
101701;2748-097;Sechskantschraube M8X25 OE Ref. N01024222;72;yes;0.06;;200
102249;2680-014;Sechskantschraube M10 x 50 mm - SW 17 - 10.9  OE Ref. N0347784;72;yes;0.46;;100
101252;171419549;Distanzhülse für Lenksäule oben, Lenkrad Abstand, Golf &Co und T3, OE Ref. 171419549;8;no;6.19;;1
101103;P68600;Sicherungsscheibe für Gaszug, passend für Vergasermotoren und Diesel OE Ref. N0123281;8;no;2.50;;1
SW10586;52109135;Distanzbuchse für Zahnriemenschutz Golf &Co T3 OE Ref. 052109135;8;yes;5.02;;1
101543;P6018;Gummi zur Befestigung des Scheibenwischer Motors  Golf &Co und T3 OE Ref. 111955641;8;no;0.96;;1
103202;P5583;Tülle, Gummi für Zahnriemen Schutz 1,5-1,8L bis Bj, 07/87 Golf & Co OE Ref. 056129669B;8;no;5.98;;1
101580;P6472;Druckfeder unter Lenkradplatte, Golf 1 &Co, OE Ref. 171419697;8;yes;1.96;;4
102625;P5622;Gummilager, Lichtmaschine, Golf 1 & Co bis Bj. 07/82, OE Ref. 059903263A;8;yes;8.00;;1
101855;P5649;Einsatz für Einspritzventil, K-Jetronic bis Baujahr 07/82, OE Ref. 063133555;8;no;5.99;;1
103296;111953631;Flachkontaktgehäuse, Stecker Zündanlassschalter, Golf &Co, T3 Bus, OE Ref. 111953631;8;no;3.95;;1
101592;171823395;Gummi für Haubenaufsteller, Golf &Co, T4, OE Ref. 171823395;8;no;4.20;;1
102975;171927145A;Kontaktgeber am Automatik-Wählhebel, Golf &Co, Passat und T3, OE Ref. 171927145A;8;no;9.35;2;1
101102;P6477;Sicherungsklammer für Gaszug, passend für Einspritzer und Diesel, OE Ref. 171721570A;8;no;7.97;;1
102260;411417549;Abreissschraube Mantelrohr Lenkung Golf &Co OE Ref. 411417549;8;no;3.95;;1
103567;P6659;Isolierbuchse für Hupenknopf, Golf 1 &Co und Passat, OE Ref. 321419779A;8;yes;3.50;;1
101972;P258;Mutter M10x1 Stoßdämpfer hinten oben, Golf &Co, OE Ref. N0110115;8;no;1.02;;1
102224;P5283;Unterlegscheibe 13X24X2,5 für Hinterachslager Passat 32B OE Ref. N0115317;8;no;1.20;;1
SW10284;P8981;Dichtung, Gummi, Durchführung der Wischerwelle hinten, Scirocco II OE Ref. 533955758;8;yes;11.98;;1
102293;A007247;Klammer für Führung Kopfstütze  Golf  &Co Polo Passat T3 OE Ref. 443881743;9;yes;0.60;500;1
101395;Muster wenn möglich neuteil besorgen und und neuproduktion anfragen;Federsplint für Schaltstange, Golf 1 &Co, OE Ref. 171711561;9;yes;0.45;500;1
102533;191609639B;Halter für Handbremszug an Scheibenbremse Golf & Co, Passat, OE Ref. 191609639B;9;yes;0.68;500;1
102532;102532-nachMuster;Federklammer, Handbremszug an Scheibenbremsen, Golf &Co Passat OE Ref. 857609745A;9;yes;0.48;1000;1
102363;3048-805;Sechskantmutter  M18X1,5  OE Ref. N0110231;72;yes;0.45;;100
SW12769;Innenraumfilter-Gehäuse;Gehäuse für Innenraumfilter / Pollenfilter, Golf 2, OE Ref. 191819640, 191819166;73;yes;50.00;;10
